4225
[12.1856,-0.00433731,-21.8963]
[-27,0.0395449,-11][0]
[-26,0.0429593,-11][0]
[-25,0.0308639,-11][0]
[-24,0.0147224,-11][0]
[-23,0.00458888,-11][0]
[-22,0.000896621,-11][0]
[-21,9.96374e-05,-11][0]
[-20,4.80623e-06,-11][0]
[-19,0.000311005,-11][0]
[-18,0.00655693,-11][0]
[-17,0.0608243,-11][0]
[-16,0.327663,-11][1]
[-15,1.14414,-11][1]
[-14,2.75802,-11][0]
[-13,4.84026,-11][0]
[-12,6.59279,-11][0]
[-11,7.5284,-11][0]
[-10,7.76854,-11][0]
[-9,7.64627,-11][0]
[-8,7.37559,-11][0]
[-7,7.02689,-11][0]
[-6,6.55806,-11][0]
[-5,5.93029,-11][0]
[-4,5.05471,-11][0]
[-3,3.69233,-11][0]
[-2,2.34815,-11][0]
[-1,1.49071,-11][0]
[0,0.90612,-11][1]
[1,0.515324,-11][1]
[2,0.252397,-11][0]
[3,0.0776035,-11][0]
[4,-0.0290536,-11][0]
[5,-0.080473,-11][0]
[6,-0.0927778,-11][0]
[7,-0.0840375,-11][0]
[8,-0.0671866,-11][0]
[9,-0.0495391,-11][0]
[10,-0.0351138,-11][0]
[11,-0.0248171,-11][0]
[12,-0.0172339,-11][0]
[13,-0.011446,-11][0]
[14,-0.00717293,-11][0]
[15,-0.00422618,-11][0]
[16,-0.00233846,-11][0]
[17,-0.00121405,-11][0]
[18,-0.000590794,-11][0]
[19,-0.000269212,-11][0]
[20,-0.000114753,-11][1]
[21,-4.57073e-05,-11][1]
[22,-1.69936e-05,-11][0]
[23,-5.89062e-06,-11][0]
[24,-1.90139e-06,-11][0]
[25,-5.70728e-07,-11][0]
[26,-1.59072e-07,-11][0]
[27,-4.11016e-08,-11][0]
[28,-9.82719e-09,-11][0]
[29,-2.16981e-09,-11][0]
[30,-4.41599e-10,-11][0]
[31,-8.40192e-11,-11][0]
[32,-2.39048e-11,-11][0]
[-32,-0.0616322,-12][0]
[-31,-0.0493217,-12][0]
[-30,-0.040698,-12][0]
[-29,-0.0214261,-12][0]
[-28,0.00365479,-12][0]
[-27,0.0253669,-12][0]
[-26,0.0330876,-12][1]
[-25,0.0252582,-12][1]
[-24,0.0123564,-12][0]
[-23,0.00389623,-12][0]
[-22,0.000765342,-12][0]
[-21,8.52192e-05,-12][0]
[-20,4.11114e-06,-12][0]
[-19,0.000317233,-12][0]
[-18,0.00667525,-12][0]
[-17,0.0617319,-12][0]
[-16,0.331038,-12][0]
[-15,1.14848,-12][1]
[-14,2.74609,-12][1]
[-13,4.78262,-12][0]
[-12,6.47349,-12][0]
[-11,7.37801,-12][0]
[-10,7.63105,-12][0]
[-9,7.53118,-12][0]
[-8,7.27187,-12][0]
[-7,6.93263,-12][0]
[-6,6.47587,-12][0]
[-5,6.05039,-12][0]
[-4,4.96425,-12][0]
[-3,3.37995,-12][0]
[-2,2.21041,-12][0]
[-1,1.34011,-12][0]
[0,0.760175,-12][1]
[1,0.39096,-12][1]
[2,0.156144,-12][0]
[3,0.00281831,-12][0]
[4,-0.0868338,-12][0]
[5,-0.115596,-12][0]
[6,-0.105164,-12][0]
[7,-0.0846695,-12][0]
[8,-0.0672651,-12][0]
[9,-0.0531656,-12][0]
[10,-0.0407994,-12][0]
[11,-0.0300056,-12][0]
[12,-0.0210411,-12][0]
[13,-0.0139636,-12][0]
[14,-0.00872901,-12][0]
[15,-0.00513039,-12][0]
[16,-0.00283198,-12][0]
[17,-0.00146673,-12][0]
[18,-0.000712005,-12][0]
[19,-0.000323628,-12][0]
[20,-0.000137591,-12][1]
[21,-5.4659e-05,-12][1]
[22,-2.02667e-05,-12][0]
[23,-7.0058e-06,-12][0]
[24,-2.25501e-06,-12][0]
[25,-6.74958e-07,-12][0]
[26,-1.87588e-07,-12][0]
[27,-4.83311e-08,-12][0]
[28,-1.15227e-08,-12][0]
[29,-2.53696e-09,-12][0]
[30,-5.1486e-10,-12][0]
[31,-9.76739e-11,-12][0]
[32,-2.77077e-11,-12][0]
[-32,-0.112119,-13][0]
[-31,-0.0929084,-13][0]
[-30,-0.0813232,-13][0]
[-29,-0.0554453,-13][0]
[-28,-0.0236142,-13][0]
[-27,0.00409801,-13][0]
[-26,0.0180743,-13][1]
[-25,0.0166622,-13][1]
[-24,0.00872038,-13][0]
[-23,0.00283386,-13][0]
[-22,0.000564733,-13][0]
[-21,6.32982e-05,-13][0]
[-20,3.06012e-06,-13][0]
[-19,0.000322842,-13][0]
[-18,0.00677667,-13][0]
[-17,0.0624292,-13][0]
[-16,0.332846,-13][0]
[-15,1.14528,-13][1]
[-14,2.70925,-13][1]
[-13,4.65946,-13][0]
[-12,6.25554,-13][0]
[-11,7.13253,-13][0]
[-10,7.43021,-13][0]
[-9,7.39365,-13][0]
[-8,7.18256,-13][0]
[-7,6.86727,-13][0]
[-6,6.39852,-13][0]
[-5,6.24334,-13][0]
[-4,5.12929,-13][0]
[-3,3.22781,-13][0]
[-2,2.04926,-13][0]
[-1,1.1685,-13][0]
[0,0.588414,-13][1]
[1,0.245252,-13][1]
[2,0.0559393,-13][0]
[3,-0.0560965,-13][0]
[4,-0.119157,-13][0]
[5,-0.133283,-13][0]
[6,-0.11521,-13][0]
[7,-0.0912855,-13][0]
[8,-0.0729841,-13][0]
[9,-0.0588595,-13][0]
[10,-0.0460862,-13][0]
[11,-0.0342855,-13][0]
[12,-0.0240913,-13][0]
[13,-0.0159627,-13][0]
[14,-0.00995791,-13][0]
[15,-0.00584127,-13][0]
[16,-0.0032185,-13][0]
[17,-0.00166395,-13][0]
[18,-0.000806328,-13][0]
[19,-0.000365855,-13][0]
[20,-0.000155268,-13][1]
[21,-6.15697e-05,-13][1]
[22,-2.27874e-05,-13][0]
[23,-7.86255e-06,-13][0]
[24,-2.52604e-06,-13][0]
[25,-7.54655e-07,-13][0]
[26,-2.0934e-07,-13][0]
[27,-5.38331e-08,-13][0]
[28,-1.28102e-08,-13][0]
[29,-2.81508e-09,-13][0]
[30,-5.70231e-10,-13][0]
[31,-1.0797e-10,-13][0]
[32,-3.05685e-11,-13][0]
[-32,-0.157217,-14][0]
[-31,-0.133462,-14][0]
[-30,-0.120257,-14][0]
[-29,-0.0902957,-14][0]
[-28,-0.0542024,-14][0]
[-27,-0.0217616,-14][0]
[-26,-0.00120655,-14][0]
[-25,0.00531096,-14][0]
[-24,0.00386325,-14][0]
[-23,0.00140823,-14][0]
[-22,0.000295338,-14][0]
[-21,3.38793e-05,-14][0]
[-20,1.65156e-06,-14][0]
[-19,0.000328056,-14][0]
[-18,0.00687737,-14][0]
[-17,0.0632182,-14][0]
[-16,0.335851,-14][0]
[-15,1.14933,-14][1]
[-14,2.69707,-14][1]
[-13,4.59212,-14][0]
[-12,6.10814,-14][0]
[-11,6.94833,-14][0]
[-10,7.27374,-14][0]
[-9,7.29166,-14][0]
[-8,7.13214,-14][0]
[-7,6.83815,-14][0]
[-6,6.35159,-14][0]
[-5,6.3454,-14][0]
[-4,5.18476,-14][0]
[-3,3.06296,-14][0]
[-2,1.87966,-14][0]
[-1,1.00013,-14][0]
[0,0.425908,-14][1]
[1,0.10705,-14][1]
[2,-0.0366217,-14][0]
[3,-0.0970414,-14][0]
[4,-0.123853,-14][0]
[5,-0.127313,-14][0]
[6,-0.113288,-14][0]
[7,-0.0942002,-14][0]
[8,-0.0776024,-14][0]
[9,-0.0631915,-14][0]
[10,-0.0495621,-14][0]
[11,-0.0368538,-14][0]
[12,-0.0258602,-14][0]
[13,-0.017103,-14][0]
[14,-0.010651,-14][0]
[15,-0.00623871,-14][0]
[16,-0.00343312,-14][0]
[17,-0.00177289,-14][0]
[18,-0.000858211,-14][0]
[19,-0.000389006,-14][1]
[20,-0.000164933,-14][1]
[21,-6.53403e-05,-14][1]
[22,-2.41601e-05,-14][0]
[23,-8.32837e-06,-14][0]
[24,-2.67319e-06,-14][0]
[25,-7.97863e-07,-14][0]
[26,-2.21117e-07,-14][0]
[27,-5.68082e-08,-14][0]
[28,-1.35054e-08,-14][0]
[29,-2.9651e-09,-14][0]
[30,-6.0006e-10,-14][0]
[31,-1.13509e-10,-14][0]
[32,-3.21055e-11,-14][0]
[-32,-0.174106,-15][0]
[-31,-0.151811,-15][0]
[-30,-0.140107,-15][0]
[-29,-0.113104,-15][0]
[-28,-0.0800099,-15][1]
[-27,-0.0479772,-15][1]
[-26,-0.0228642,-15][0]
[-25,-0.00808842,-15][0]
[-24,-0.00201608,-15][0]
[-23,-0.000339912,-15][0]
[-22,-3.81951e-05,-15][0]
[-21,-3.13246e-06,-15][0]
[-20,-2.69718e-07,-15][0]
[-19,0.000332626,-15][0]
[-18,0.00697913,-15][0]
[-17,0.0641988,-15][0]
[-16,0.341251,-15][0]
[-15,1.16774,-15][1]
[-14,2.73711,-15][1]
[-13,4.64643,-15][0]
[-12,6.13585,-15][0]
[-11,6.91126,-15][0]
[-10,7.19402,-15][0]
[-9,7.21949,-15][0]
[-8,7.0873,-15][0]
[-7,6.81286,-15][0]
[-6,6.32126,-15][0]
[-5,6.2757,-15][0]
[-4,5.05748,-15][0]
[-3,2.89413,-15][0]
[-2,1.70301,-15][0]
[-1,0.838218,-15][0]
[0,0.283437,-15][1]
[1,-0.016752,-15][1]
[2,-0.128942,-15][0]
[3,-0.142571,-15][0]
[4,-0.129677,-15][0]
[5,-0.116885,-15][0]
[6,-0.10489,-15][0]
[7,-0.0917469,-15][0]
[8,-0.0779525,-15][0]
[9,-0.0639874,-15][0]
[10,-0.0501194,-15][0]
[11,-0.037166,-15][0]
[12,-0.0260191,-15][0]
[13,-0.0171775,-15][0]
[14,-0.0106829,-15][0]
[15,-0.00625118,-15][0]
[16,-0.0034375,-15][0]
[17,-0.00177424,-15][0]
[18,-0.000858559,-15][0]
[19,-0.000389071,-15][1]
[20,-0.000164935,-15][1]
[21,-6.53347e-05,-15][0]
[22,-2.41568e-05,-15][0]
[23,-8.32701e-06,-15][0]
[24,-2.67274e-06,-15][0]
[25,-7.97734e-07,-15][0]
[26,-2.21085e-07,-15][0]
[27,-5.68008e-08,-15][0]
[28,-1.35039e-08,-15][0]
[29,-2.96482e-09,-15][0]
[30,-6.00014e-10,-15][0]
[31,-1.13502e-10,-15][0]
[32,-3.2104e-11,-15][0]
[-32,-0.157815,-16][0]
[-31,-0.14272,-16][0]
[-30,-0.135377,-16][0]
[-29,-0.118513,-16][0]
[-28,-0.0965226,-16][1]
[-27,-0.071257,-16][1]
[-26,-0.0449528,-16][0]
[-25,-0.0227242,-16][0]
[-24,-0.00868987,-16][0]
[-23,-0.00238953,-16][0]
[-22,-0.000449587,-16][0]
[-21,-5.53963e-05,-16][0]
[-20,-4.57788e-06,-16][0]
[-19,0.000335425,-16][0]
[-18,0.00705723,-16][0]
[-17,0.065107,-16][0]
[-16,0.347331,-16][0]
[-15,1.19375,-16][1]
[-14,2.80975,-16][1]
[-13,4.77595,-16][0]
[-12,6.2791,-16][0]
[-11,6.98101,-16][0]
[-10,7.16802,-16][0]
[-9,7.15901,-16][0]
[-8,7.03658,-16][0]
[-7,6.77299,-16][0]
[-6,6.27273,-16][0]
[-5,6.09297,-16][0]
[-4,4.81538,-16][0]
[-3,2.70868,-16][0]
[-2,1.51683,-16][0]
[-1,0.675915,-16][0]
[0,0.145717,-16][1]
[1,-0.138797,-16][1]
[2,-0.228983,-16][0]
[3,-0.203271,-16][0]
[4,-0.150276,-16][0]
[5,-0.114941,-16][0]
[6,-0.0973229,-16][0]
[7,-0.0856874,-16][0]
[8,-0.0738169,-16][0]
[9,-0.0607889,-16][0]
[10,-0.0475108,-16][0]
[11,-0.0351296,-16][0]
[12,-0.0245377,-16][0]
[13,-0.016174,-16][0]
[14,-0.0100486,-16][0]
[15,-0.00587675,-16][0]
[16,-0.00323098,-16][0]
[17,-0.00166782,-16][0]
[18,-0.000807328,-16][0]
[19,-0.000366042,-16][1]
[20,-0.000155273,-16][1]
[21,-6.15541e-05,-16][0]
[22,-2.27779e-05,-16][0]
[23,-7.8587e-06,-16][0]
[24,-2.52476e-06,-16][0]
[25,-7.54288e-07,-16][0]
[26,-2.09247e-07,-16][0]
[27,-5.38119e-08,-16][0]
[28,-1.28058e-08,-16][0]
[29,-2.81429e-09,-16][0]
[30,-5.70099e-10,-16][0]
[31,-1.0795e-10,-16][0]
[32,-3.0564e-11,-16][0]
[-32,-0.126064,-17][0]
[-31,-0.11944,-17][0]
[-30,-0.117035,-17][0]
[-29,-0.112433,-17][0]
[-28,-0.104939,-17][0]
[-27,-0.0904082,-17][0]
[-26,-0.0662612,-17][0]
[-25,-0.0381459,-17][0]
[-24,-0.0162756,-17][0]
[-23,-0.00497284,-17][0]
[-22,-0.00106593,-17][0]
[-21,-0.000155529,-17][0]
[-20,-6.52819e-06,-17][0]
[-19,0.000342726,-17][0]
[-18,0.00708046,-17][0]
[-17,0.0654856,-17][0]
[-16,0.35085,-17][0]
[-15,1.21218,-17][1]
[-14,2.86956,-17][1]
[-13,4.89644,-17][0]
[-12,6.4268,-17][0]
[-11,7.0837,-17][0]
[-10,7.18812,-17][0]
[-9,7.13048,-17][0]
[-8,6.99888,-17][0]
[-7,6.72328,-17][0]
[-6,6.18915,-17][0]
[-5,5.95075,-17][0]
[-4,4.62723,-17][0]
[-3,2.51176,-17][0]
[-2,1.3377,-17][0]
[-1,0.526177,-17][0]
[0,0.0197311,-17][1]
[1,-0.249787,-17][1]
[2,-0.319952,-17][0]
[3,-0.261286,-17][0]
[4,-0.173897,-17][0]
[5,-0.116291,-17][0]
[6,-0.0899828,-17][0]
[7,-0.0769371,-17][0]
[8,-0.0659381,-17][0]
[9,-0.0541789,-17][0]
[10,-0.0422121,-17][0]
[11,-0.0311212,-17][0]
[12,-0.0216916,-17][0]
[13,-0.0142785,-17][0]
[14,-0.00886469,-17][0]
[15,-0.00518354,-17][0]
[16,-0.00285075,-17][0]
[17,-0.00147257,-17][0]
[18,-0.000713529,-17][0]
[19,-0.000323919,-17][1]
[20,-0.000137604,-17][1]
[21,-5.46368e-05,-17][0]
[22,-2.02529e-05,-17][0]
[23,-7.0001e-06,-17][0]
[24,-2.25311e-06,-17][0]
[25,-6.7441e-07,-17][0]
[26,-1.87448e-07,-17][0]
[27,-4.82993e-08,-17][0]
[28,-1.15162e-08,-17][0]
[29,-2.53576e-09,-17][0]
[30,-5.1466e-10,-17][0]
[31,-9.76435e-11,-17][0]
[32,-2.7701e-11,-17][0]
[-32,-0.101038,-18][0]
[-31,-0.0973835,-18][0]
[-30,-0.096926,-18][0]
[-29,-0.0984792,-18][1]
[-28,-0.10208,-18][1]
[-27,-0.100277,-18][0]
[-26,-0.0836091,-18][0]
[-25,-0.0539865,-18][0]
[-24,-0.0258248,-18][0]
[-23,-0.00892396,-18][0]
[-22,-0.00211597,-18][0]
[-21,-0.000158494,-18][0]
[-20,0.000185561,-18][0]
[-19,0.000507002,-18][0]
[-18,0.00712923,-18][0]
[-17,0.0650995,-18][0]
[-16,0.349513,-18][0]
[-15,1.2125,-18][1]
[-14,2.88451,-18][1]
[-13,4.9507,-18][0]
[-12,6.52065,-18][0]
[-11,7.18345,-18][0]
[-10,7.25118,-18][0]
[-9,7.14325,-18][0]
[-8,6.97632,-18][0]
[-7,6.66951,-18][0]
[-6,6.08393,-18][0]
[-5,5.78711,-18][0]
[-4,4.43769,-18][0]
[-3,2.33834,-18][0]
[-2,1.20053,-18][0]
[-1,0.422241,-18][0]
[0,-0.0625249,-18][1]
[1,-0.31729,-18][1]
[2,-0.371548,-18][0]
[3,-0.291911,-18][0]
[4,-0.183231,-18][0]
[5,-0.111773,-18][0]
[6,-0.0796565,-18][0]
[7,-0.065538,-18][0]
[8,-0.0554434,-18][0]
[9,-0.0452997,-18][0]
[10,-0.0351581,-18][0]
[11,-0.025844,-18][0]
[12,-0.0179764,-18][0]
[13,-0.0118188,-18][0]
[14,-0.00733437,-18][0]
[15,-0.00428962,-18][0]
[16,-0.00236097,-18][0]
[17,-0.0012211,-18][0]
[18,-0.000592658,-18][0]
[19,-0.000269578,-18][0]
[20,-0.000114775,-18][1]
[21,-4.5683e-05,-18][1]
[22,-1.69777e-05,-18][0]
[23,-5.88396e-06,-18][0]
[24,-1.89914e-06,-18][0]
[25,-5.70076e-07,-18][0]
[26,-1.58906e-07,-18][0]
[27,-4.10635e-08,-18][0]
[28,-9.81934e-09,-18][0]
[29,-2.16836e-09,-18][0]
[30,-4.41356e-10,-18][0]
[31,-8.39822e-11,-18][0]
[32,-2.38965e-11,-18][0]
[-32,-0.0927065,-19][0]
[-31,-0.078928,-19][0]
[-30,-0.0699899,-19][0]
[-29,-0.0588485,-19][1]
[-28,-0.0619788,-19][1]
[-27,-0.0780337,-19][0]
[-26,-0.0845467,-19][0]
[-25,-0.0677788,-19][0]
[-24,-0.0381854,-19][0]
[-23,-0.0144376,-19][0]
[-22,-0.00214907,-19][0]
[-21,0.00177138,-19][0]
[-20,0.00224164,-19][0]
[-19,0.00209242,-19][0]
[-18,0.00803705,-19][0]
[-17,0.0644865,-19][0]
[-16,0.343834,-19][0]
[-15,1.19491,-19][1]
[-14,2.8548,-19][1]
[-13,4.92793,-19][0]
[-12,6.54185,-19][0]
[-11,7.244,-19][0]
[-10,7.30934,-19][0]
[-9,7.16026,-19][0]
[-8,6.95012,-19][0]
[-7,6.60981,-19][0]
[-6,5.98029,-19][0]
[-5,5.84589,-19][0]
[-4,4.48682,-19][0]
[-3,2.21199,-19][0]
[-2,1.11735,-19][0]
[-1,0.376371,-19][0]
[0,-0.0856,-19][1]
[1,-0.328271,-19][1]
[2,-0.373311,-19][0]
[3,-0.28589,-19][0]
[4,-0.172231,-19][0]
[5,-0.0984082,-19][0]
[6,-0.0658035,-19][0]
[7,-0.0523862,-19][0]
[8,-0.0437525,-19][0]
[9,-0.035523,-19][0]
[10,-0.0274547,-19][0]
[11,-0.0201206,-19][0]
[12,-0.0139671,-19][0]
[13,-0.00917286,-19][0]
[14,-0.00569108,-19][0]
[15,-0.00333031,-19][0]
[16,-0.00183518,-19][0]
[17,-0.000950851,-19][0]
[18,-0.000462538,-19][0]
[19,-0.000210951,-19][0]
[20,-9.00822e-05,-19][1]
[21,-3.59712e-05,-19][1]
[22,-1.34144e-05,-19][0]
[23,-4.66577e-06,-19][0]
[24,-1.51154e-06,-19][0]
[25,-4.55446e-07,-19][0]
[26,-1.2744e-07,-19][0]
[27,-3.30594e-08,-19][0]
[28,-7.93589e-09,-19][0]
[29,-1.75919e-09,-19][0]
[30,-3.59444e-10,-19][0]
[31,-6.86646e-11,-19][0]
[32,-1.9616e-11,-19][0]
[-32,-0.102205,-20][0]
[-31,-0.0618078,-20][0]
[-30,-0.0246368,-20][0]
[-29,0.0353416,-20][1]
[-28,0.0565739,-20][1]
[-27,0.0152424,-20][0]
[-26,-0.0462979,-20][0]
[-25,-0.0687371,-20][0]
[-24,-0.0476998,-20][0]
[-23,-0.0138147,-20][0]
[-22,0.00729935,-20][0]
[-21,0.0142441,-20][0]
[-20,0.0136517,-20][0]
[-19,0.0107256,-20][0]
[-18,0.013482,-20][0]
[-17,0.066036,-20][0]
[-16,0.336997,-20][0]
[-15,1.16808,-20][1]
[-14,2.79782,-20][1]
[-13,4.85622,-20][0]
[-12,6.49369,-20][0]
[-11,7.23829,-20][0]
[-10,7.31722,-20][0]
[-9,7.15249,-20][0]
[-8,6.91575,-20][0]
[-7,6.54208,-20][0]
[-6,5.87564,-20][0]
[-5,5.80908,-20][0]
[-4,4.44622,-20][0]
[-3,2.09901,-20][0]
[-2,1.04911,-20][0]
[-1,0.351084,-20][0]
[0,-0.0811067,-20][1]
[1,-0.305718,-20][1]
[2,-0.34261,-20][0]
[3,-0.25561,-20][0]
[4,-0.147736,-20][0]
[5,-0.0795051,-20][0]
[6,-0.0504166,-20][0]
[7,-0.0391365,-20][0]
[8,-0.0323606,-20][0]
[9,-0.0261215,-20][0]
[10,-0.0201031,-20][0]
[11,-0.0146873,-20][0]
[12,-0.0101748,-20][0]
[13,-0.00667541,-20][0]
[14,-0.0041413,-20][0]
[15,-0.00242535,-20][0]
[16,-0.00133861,-20][0]
[17,-0.000695133,-20][0]
[18,-0.000339104,-20][0]
[19,-0.00015517,-20][0]
[20,-6.65079e-05,-20][1]
[21,-2.66648e-05,-20][1]
[22,-9.98647e-06,-20][0]
[23,-3.48902e-06,-20][0]
[24,-1.13554e-06,-20][0]
[25,-3.43767e-07,-20][0]
[26,-9.66513e-08,-20][0]
[27,-2.51933e-08,-20][0]
[28,-6.07686e-09,-20][0]
[29,-1.35358e-09,-20][0]
[30,-2.77895e-10,-20][0]
[31,-5.33477e-11,-20][0]
[32,-1.53166e-11,-20][0]
[-32,-0.13413,-21][0]
[-31,-0.0602762,-21][0]
[-30,0.0198879,-21][0]
[-29,0.163679,-21][1]
[-28,0.243068,-21][1]
[-27,0.181904,-21][0]
[-26,0.047057,-21][0]
[-25,-0.0384504,-21][0]
[-24,-0.0327545,-21][0]
[-23,0.0121567,-21][0]
[-22,0.0468318,-21][0]
[-21,0.0579004,-21][0]
[-20,0.052669,-21][0]
[-19,0.0405042,-21][0]
[-18,0.0330519,-21][0]
[-17,0.0758615,-21][0]
[-16,0.33461,-21][0]
[-15,1.14279,-21][1]
[-14,2.734,-21][1]
[-13,4.75784,-21][0]
[-12,6.39147,-21][0]
[-11,7.17239,-21][0]
[-10,6.89511,-21][0]
[-9,6.75008,-21][0]
[-8,6.90549,-21][0]
[-7,6.49403,-21][0]
[-6,5.77146,-21][0]
[-5,5.75982,-21][0]
[-4,4.38296,-21][0]
[-3,1.95199,-21][0]
[-2,0.940102,-21][0]
[-1,0.291397,-21][1]
[0,-0.0950675,-21][1]
[1,-0.286916,-21][0]
[2,-0.309004,-21][0]
[3,-0.222558,-21][0]
[4,-0.121619,-21][0]
[5,-0.060659,-21][0]
[6,-0.0361054,-21][0]
[7,-0.027346,-21][0]
[8,-0.0224323,-21][0]
[9,-0.0180132,-21][0]
[10,-0.0138042,-21][0]
[11,-0.0100532,-21][0]
[12,-0.00694981,-21][0]
[13,-0.00455494,-21][0]
[14,-0.00282588,-21][0]
[15,-0.00165664,-21][0]
[16,-0.000916074,-21][0]
[17,-0.000476985,-21][0]
[18,-0.000233467,-21][0]
[19,-0.000107251,-21][0]
[20,-4.61719e-05,-21][1]
[21,-1.86002e-05,-21][1]
[22,-7.00166e-06,-21][0]
[23,-2.45926e-06,-21][0]
[24,-8.0481e-07,-21][0]
[25,-2.45021e-07,-21][0]
[26,-6.92834e-08,-21][0]
[27,-1.8164e-08,-21][0]
[28,-4.40674e-09,-21][0]
[29,-9.87258e-10,-21][0]
[30,-2.03858e-10,-21][0]
[31,-3.93668e-11,-21][0]
[32,-1.13707e-11,-21][0]
[-32,-0.19838,-22][0]
[-31,-0.105912,-22][0]
[-30,0.00541925,-22][0]
[-29,0.221621,-22][0]
[-28,0.373916,-22][0]
[-27,0.33257,-22][0]
[-26,0.16089,-22][0]
[-25,0.0285264,-22][0]
[-24,0.0161477,-22][0]
[-23,0.0757583,-22][0]
[-22,0.131108,-22][0]
[-21,0.150072,-22][0]
[-20,0.137083,-22][0]
[-19,0.107917,-22][0]
[-18,0.0814138,-22][0]
[-17,0.106775,-22][0]
[-16,0.349035,-22][0]
[-15,1.13336,-22][1]
[-14,2.68328,-22][1]
[-13,4.65175,-22][0]
[-12,6.25902,-22][0]
[-11,7.07091,-22][0]
[-10,6.86471,-22][0]
[-9,6.77694,-22][0]
[-8,6.94766,-22][0]
[-7,6.50046,-22][0]
[-6,5.70504,-22][0]
[-5,6.02567,-22][0]
[-4,4.60532,-22][0]
[-3,1.76683,-22][0]
[-2,0.78416,-22][0]
[-1,0.188722,-22][1]
[0,-0.139768,-22][1]
[1,-0.290801,-22][1]
[2,-0.292363,-22][1]
[3,-0.200379,-22][1]
[4,-0.102464,-22][0]
[5,-0.0459902,-22][0]
[6,-0.0246989,-22][0]
[7,-0.0179499,-22][0]
[8,-0.0145835,-22][0]
[9,-0.011651,-22][0]
[10,-0.00889004,-22][0]
[11,-0.00645283,-22][0]
[12,-0.004451,-22][0]
[13,-0.00291408,-22][0]
[14,-0.001808,-22][0]
[15,-0.00106113,-22][0]
[16,-0.000588028,-22][0]
[17,-0.000307106,-22][0]
[18,-0.000150891,-22][0]
[19,-6.96281e-05,-22][0]
[20,-3.01264e-05,-22][1]
[21,-1.22032e-05,-22][1]
[22,-4.62068e-06,-22][0]
[23,-1.63299e-06,-22][0]
[24,-5.37828e-07,-22][0]
[25,-1.64814e-07,-22][0]
[26,-4.69148e-08,-22][0]
[27,-1.23826e-08,-22][0]
[28,-3.02446e-09,-22][0]
[29,-6.82169e-10,-22][0]
[30,-1.41812e-10,-22][0]
[31,-2.75755e-11,-22][0]
[32,-8.02128e-12,-22][0]
[-32,-0.298995,-23][0]
[-31,-0.218894,-23][0]
[-30,-0.112715,-23][0]
[-29,0.107595,-23][0]
[-28,0.299481,-23][0]
[-27,0.32357,-23][0]
[-26,0.193898,-23][0]
[-25,0.0658031,-23][0]
[-24,0.0515059,-23][0]
[-23,0.130192,-23][0]
[-22,0.215217,-23][0]
[-21,0.253839,-23][0]
[-20,0.242686,-23][0]
[-19,0.205455,-23][0]
[-18,0.166993,-23][0]
[-17,0.182289,-23][0]
[-16,0.414233,-23][0]
[-15,1.17201,-23][1]
[-14,2.6654,-23][1]
[-13,4.55843,-23][0]
[-12,6.10848,-23][0]
[-11,6.92279,-23][0]
[-10,7.1698,-23][0]
[-9,7.14538,-23][0]
[-8,6.95174,-23][0]
[-7,6.50145,-23][0]
[-6,6.06547,-23][0]
[-5,6.50753,-23][0]
[-4,4.61633,-23][0]
[-3,1.5625,-23][0]
[-2,0.61431,-23][0]
[-1,0.0739453,-23][1]
[0,-0.202038,-23][1]
[1,-0.314357,-23][1]
[2,-0.294423,-23][1]
[3,-0.193258,-23][1]
[4,-0.0929324,-23][1]
[5,-0.0369338,-23][1]
[6,-0.0167748,-23][1]
[7,-0.0111704,-23][1]
[8,-0.00890361,-23][0]
[9,-0.00707014,-23][0]
[10,-0.00537015,-23][0]
[11,-0.00388421,-23][0]
[12,-0.00267287,-23][1]
[13,-0.00174787,-23][1]
[14,-0.00108446,-23][1]
[15,-0.000637242,-23][1]
[16,-0.000353945,-23][1]
[17,-0.000185465,-23][0]
[18,-9.15086e-05,-23][0]
[19,-4.24367e-05,-23][0]
[20,-1.84649e-05,-23][1]
[21,-7.52579e-06,-23][1]
[22,-2.86849e-06,-23][0]
[23,-1.02083e-06,-23][0]
[24,-3.38653e-07,-23][0]
[25,-1.04553e-07,-23][0]
[26,-2.99876e-08,-23][0]
[27,-7.97578e-09,-23][0]
[28,-1.96319e-09,-23][0]
[29,-4.46233e-10,-23][0]
[30,-9.34833e-11,-23][0]
[31,-1.83232e-11,-23][0]
[32,-5.37325e-12,-23][0]
[-32,-0.425594,-24][0]
[-31,-0.382865,-24][0]
[-30,-0.314984,-24][0]
[-29,-0.161477,-24][0]
[-28,0.00334271,-24][0]
[-27,0.0784611,-24][0]
[-26,0.0347337,-24][0]
[-25,-0.0396124,-24][0]
[-24,-0.034046,-24][0]
[-23,0.0558047,-24][0]
[-22,0.173379,-24][0]
[-21,0.249569,-24][1]
[-20,0.276537,-24][1]
[-19,0.274503,-24][1]
[-18,0.270511,-24][1]
[-17,0.325237,-24][0]
[-16,0.582931,-24][1]
[-15,1.305,-24][1]
[-14,2.68143,-24][0]
[-13,4.4196,-24][0]
[-12,5.84159,-24][0]
[-11,6.59501,-24][0]
[-10,6.43701,-24][0]
[-9,6.43634,-24][0]
[-8,6.68299,-24][0]
[-7,6.2886,-24][0]
[-6,6.18115,-24][0]
[-5,6.29225,-24][0]
[-4,4.06547,-24][0]
